Identifier;DimensionGroupId;DimensionId;Index;Title;Description
GM0417;GMPV27;RegioS;215;Laren (NH.);Begindatum voor 1830
GM0080;GMPV21;RegioS;216;Leeuwarden;"Gemeentelijke herindeling per 01-01-2018
Gemeentelijke herindeling per 01-01-2014
Begindatum voor 1830"
GM0546;GMPV28;RegioS;217;Leiden;Begindatum voor 1830
GM0547;GMPV28;RegioS;218;Leiderdorp;Begindatum voor 1830
GM1916;GMPV28;RegioS;219;Leidschendam-Voorburg;Ontstaan per 01-01-2002
GM0995;GMPV24;RegioS;220;Lelystad;Ontstaan per 01-01-1980
GM1640;GMPV31;RegioS;221;Leudal;Ontstaan per 01-01-2007
GM0327;GMPV26;RegioS;222;Leusden;Begindatum voor 1830
GM1705;GMPV25;RegioS;223;Lingewaard;Naamswijziging per 01-01-2003
GM0553;GMPV28;RegioS;224;Lisse;Begindatum voor 1830
GM0262;GMPV25;RegioS;225;Lochem;"Gemeentelijke herindeling per 01-01-2005
Begindatum voor 1830"
GM0809;GMPV30;RegioS;226;Loon op Zand;Begindatum voor 1830
GM0331;GMPV26;RegioS;227;Lopik;Begindatum voor 1830
GM0168;GMPV23;RegioS;228;Losser;Begindatum voor 1830
GM0263;GMPV25;RegioS;229;Maasdriel;"Gemeentelijke herindeling per 01-01-1999
Naamswijziging per 01-08-1944"
GM1641;GMPV31;RegioS;230;Maasgouw;Ontstaan per 01-01-2007
GM1991;GMPV30;RegioS;231;Maashorst;Ontstaan per 01-01-2022
GM0556;GMPV28;RegioS;232;Maassluis;Begindatum voor 1830
GM0935;GMPV31;RegioS;233;Maastricht;Begindatum voor 1830
GM0420;GMPV27;RegioS;234;Medemblik;"Gemeentelijke herindeling per 01-01-2011
Gemeentelijke herindeling per 01-01-2007
Begindatum voor 1830"
GM0938;GMPV31;RegioS;235;Meerssen;Begindatum 02-01-1839
GM1948;GMPV30;RegioS;236;Meierijstad;Ontstaan per 01-01-2017
GM0119;GMPV22;RegioS;237;Meppel;"Gemeentelijke herindeling per 01-01-1998
Begindatum voor 1830"
GM0687;GMPV29;RegioS;238;Middelburg (Z.);"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
GM1842;GMPV28;RegioS;239;Midden-Delfland;Ontstaan per 01-01-2004
GM1731;GMPV22;RegioS;240;Midden-Drenthe;Naamswijziging per 01-01-2000
GM1952;GMPV20;RegioS;241;Midden-Groningen;Ontstaan per 01-01-2018
GM1709;GMPV30;RegioS;242;Moerdijk;Naamswijziging per 04-04-1998
GM1978;GMPV28;RegioS;243;Molenlanden;Ontstaan per 01-01-2019
GM1955;GMPV25;RegioS;244;Montferland;Ontstaan per 01-01-2005
GM0335;GMPV26;RegioS;245;Montfoort;Begindatum voor 1830
GM0944;GMPV31;RegioS;246;Mook en Middelaar;Begindatum 02-01-1839
GM1740;GMPV25;RegioS;247;Neder-Betuwe;Naamswijziging per 01-04-2003
GM0946;GMPV31;RegioS;248;Nederweert;Begindatum 02-01-1839
GM0356;GMPV26;RegioS;249;Nieuwegein;Ontstaan per 01-07-1971
GM0569;GMPV28;RegioS;250;Nieuwkoop;"Gemeentelijke herindeling per 01-01-2007
Begindatum voor 1830"
GM0267;GMPV25;RegioS;251;Nijkerk;"Gemeentelijke herindeling per 01-01-2000
Begindatum voor 1830"
GM0268;GMPV25;RegioS;252;Nijmegen;Begindatum voor 1830
GM1930;GMPV28;RegioS;253;Nissewaard;Ontstaan per 01-01-2015
GM1970;GMPV21;RegioS;254;Noardeast-Fryslân;Ontstaan per 01-01-2019
GM1695;GMPV29;RegioS;255;Noord-Beveland;Ontstaan per 01-01-1995
GM1699;GMPV22;RegioS;256;Noordenveld;Ontstaan per 01-01-1998
GM0171;GMPV24;RegioS;257;Noordoostpolder;"Provinciale wijziging per 01-01-1986
Naamswijziging per 01-07-1962"
GM0575;GMPV28;RegioS;258;Noordwijk;"Gemeentelijke herindeling per 01-01-2019
Begindatum voor 1830"
GM0820;GMPV30;RegioS;259;Nuenen, Gerwen en Nederwetten;Begindatum voor 1830
GM0302;GMPV25;RegioS;260;Nunspeet;Ontstaan per 01-01-1972
GM0579;GMPV28;RegioS;261;Oegstgeest;Begindatum voor 1830
GM0823;GMPV30;RegioS;262;Oirschot;"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
GM0824;GMPV30;RegioS;263;Oisterwijk;"Gemeentelijke herindeling per 01-01-2021
Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
GM1895;GMPV20;RegioS;264;Oldambt;Ontstaan per 01-01-2010
GM0269;GMPV25;RegioS;265;Oldebroek;Begindatum voor 1830
GM0173;GMPV23;RegioS;266;Oldenzaal;Begindatum voor 1830
GM1773;GMPV23;RegioS;267;Olst-Wijhe;Naamswijziging per 26-03-2002
GM0175;GMPV23;RegioS;268;Ommen;Begindatum 01-05-1923
GM1586;GMPV25;RegioS;269;Oost Gelre;Naamswijziging per 19-05-2006
GM0826;GMPV30;RegioS;270;Oosterhout;Begindatum voor 1830
GM0085;GMPV21;RegioS;271;Ooststellingwerf;Begindatum voor 1830
GM0431;GMPV27;RegioS;272;Oostzaan;Begindatum voor 1830
GM0432;GMPV27;RegioS;273;Opmeer;Begindatum voor 1830
GM0086;GMPV21;RegioS;274;Opsterland;Begindatum voor 1830
GM0828;GMPV30;RegioS;275;Oss;"Gemeentelijke herindeling per 01-01-2015
Gemeentelijke herindeling per 01-01-2011
Gemeentelijke herindeling per 01-01-2003
Gemeentelijke herindeling per 01-01-1994
Begindatum voor 1830"
GM1509;GMPV25;RegioS;276;Oude IJsselstreek;Ontstaan per 01-01-2005
GM0437;GMPV27;RegioS;277;Ouder-Amstel;Begindatum voor 1830
GM0589;GMPV26;RegioS;278;Oudewater;"Provinciale wijziging per 01-09-1970
Begindatum voor 1830"
GM1734;GMPV25;RegioS;279;Overbetuwe;Ontstaan per 01-01-2001
GM0590;GMPV28;RegioS;280;Papendrecht;Begindatum voor 1830
GM1894;GMPV31;RegioS;281;Peel en Maas;Ontstaan per 01-01-2010
GM0765;GMPV20;RegioS;282;Pekela;Ontstaan per 01-01-1990
GM1926;GMPV28;RegioS;283;Pijnacker-Nootdorp;Ontstaan per 01-01-2002
GM0439;GMPV27;RegioS;284;Purmerend;"Gemeentelijke herindeling per 01-01-2022
Begindatum voor 1830"
GM0273;GMPV25;RegioS;285;Putten;Begindatum voor 1830
GM0177;GMPV23;RegioS;286;Raalte;"Gemeentelijke herindeling per 01-01-2001
Begindatum voor 1830"
GM0703;GMPV29;RegioS;287;Reimerswaal;Ontstaan per 01-01-1970
GM0274;GMPV25;RegioS;288;Renkum;Begindatum voor 1830
GM0339;GMPV26;RegioS;289;Renswoude;Begindatum voor 1830
GM1667;GMPV30;RegioS;290;Reusel-De Mierden;Ontstaan per 01-01-1997
GM0275;GMPV25;RegioS;291;Rheden;Begindatum voor 1830
GM0340;GMPV26;RegioS;292;Rhenen;Begindatum voor 1830
GM0597;GMPV28;RegioS;293;Ridderkerk;Begindatum voor 1830
GM1742;GMPV23;RegioS;294;Rijssen-Holten;Naamswijziging per 15-03-2003
GM0603;GMPV28;RegioS;295;Rijswijk (ZH.);Begindatum voor 1830
GM1669;GMPV31;RegioS;296;Roerdalen;"Gemeentelijke herindeling per 01-01-2007
Naamswijziging per 01-01-1993"
GM0957;GMPV31;RegioS;297;Roermond;"Gemeentelijke herindeling per 01-01-2007
Gemeentelijke herindeling per 01-01-1991
Begindatum 02-01-1839"
GM0736;GMPV26;RegioS;298;De Ronde Venen;"Gemeentelijke herindeling per 01-01-2011
Ontstaan per 01-01-1989"
GM1674;GMPV30;RegioS;299;Roosendaal;Ontstaan per 01-01-1997
GM0599;GMPV28;RegioS;300;Rotterdam;Begindatum voor 1830
GM0277;GMPV25;RegioS;301;Rozendaal;Begindatum voor 1830
GM0840;GMPV30;RegioS;302;Rucphen;Begindatum voor 1830
GM0441;GMPV27;RegioS;303;Schagen;"Gemeentelijke herindeling per 01-01-2013
Begindatum voor 1830"
GM0279;GMPV25;RegioS;304;Scherpenzeel;Begindatum voor 1830
GM0606;GMPV28;RegioS;305;Schiedam;Begindatum voor 1830
GM0088;GMPV21;RegioS;306;Schiermonnikoog;Begindatum voor 1830
GM1676;GMPV29;RegioS;307;Schouwen-Duiveland;Ontstaan per 01-01-1997
GM0965;GMPV31;RegioS;308;Simpelveld;Begindatum 02-01-1839
GM0845;GMPV30;RegioS;309;Sint-Michielsgestel;"Gemeentelijke herindeling per 01-01-1996
Begindatum voor 1830"
GM1883;GMPV31;RegioS;310;Sittard-Geleen;Ontstaan per 01-01-2001
GM0610;GMPV28;RegioS;311;Sliedrecht;Begindatum voor 1830
GM1714;GMPV29;RegioS;312;Sluis;Ontstaan per 01-01-2003
GM0090;GMPV21;RegioS;313;Smallingerland;Begindatum voor 1830
GM0342;GMPV26;RegioS;314;Soest;Begindatum voor 1830
GM0847;GMPV30;RegioS;315;Someren;Begindatum voor 1830
GM0848;GMPV30;RegioS;316;Son en Breugel;Begindatum voor 1830
GM0037;GMPV20;RegioS;317;Stadskanaal;Ontstaan per 01-01-1969
GM0180;GMPV23;RegioS;318;Staphorst;Begindatum voor 1830
GM0532;GMPV27;RegioS;319;Stede Broec;Ontstaan per 01-01-1979
GM0851;GMPV30;RegioS;320;Steenbergen;"Gemeentelijke herindeling per 01-01-1997
Naamswijziging per 25-06-1962"
GM1708;GMPV23;RegioS;321;Steenwijkerland;Naamswijziging per 01-01-2003
GM0971;GMPV31;RegioS;322;Stein (L.);Begindatum 02-01-1839
GM1904;GMPV26;RegioS;323;Stichtse Vecht;Ontstaan per 01-01-2011
GM1900;GMPV21;RegioS;324;Súdwest-Fryslân;"Gemeentelijke herindeling per 01-01-2018
Ontstaan per 01-01-2011"
GM0715;GMPV29;RegioS;325;Terneuzen;"Gemeentelijke herindeling per 01-01-2003
Begindatum voor 1830"
GM0093;GMPV21;RegioS;326;Terschelling;"Provinciale wijziging per 01-09-1942
Begindatum voor 1830"
GM0448;GMPV27;RegioS;327;Texel;Begindatum voor 1830
GM1525;GMPV28;RegioS;328;Teylingen;Ontstaan per 01-01-2006
GM0716;GMPV29;RegioS;329;Tholen;"Gemeentelijke herindeling per 01-01-1995
Begindatum voor 1830"
GM0281;GMPV25;RegioS;330;Tiel;Begindatum voor 1830
GM0855;GMPV30;RegioS;331;Tilburg;"Gemeentelijke herindeling per 01-01-2021
Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
GM0183;GMPV23;RegioS;332;Tubbergen;Begindatum voor 1830
GM1700;GMPV23;RegioS;333;Twenterand;Naamswijziging per 01-06-2002
GM1730;GMPV22;RegioS;334;Tynaarlo;Naamswijziging per 01-12-1999
GM0737;GMPV21;RegioS;335;Tytsjerksteradiel;Naamswijziging per 01-01-1989
GM0450;GMPV27;RegioS;336;Uitgeest;Begindatum voor 1830
GM0451;GMPV27;RegioS;337;Uithoorn;Begindatum voor 1830
GM0184;GMPV24;RegioS;338;Urk;"Provinciale wijziging per 01-01-1986
Begindatum voor 1830"
GM0344;GMPV26;RegioS;339;Utrecht (gemeente);"Gemeentelijke herindeling per 01-01-2001
Begindatum voor 1830"
GM1581;GMPV26;RegioS;340;Utrechtse Heuvelrug;Ontstaan per 01-01-2006
GM0981;GMPV31;RegioS;341;Vaals;Begindatum 02-01-1839
GM0994;GMPV31;RegioS;342;Valkenburg aan de Geul;Ontstaan per 01-01-1982
GM0858;GMPV30;RegioS;343;Valkenswaard;Begindatum voor 1830
GM0047;GMPV20;RegioS;344;Veendam;Begindatum voor 1830
GM0345;GMPV26;RegioS;345;Veenendaal;Begindatum voor 1830
GM0717;GMPV29;RegioS;346;Veere;"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
GM0861;GMPV30;RegioS;347;Veldhoven;Naamswijziging per 01-05-1921
GM0453;GMPV27;RegioS;348;Velsen;Begindatum voor 1830
GM0983;GMPV31;RegioS;349;Venlo;"Gemeentelijke herindeling per 01-01-2010
Gemeentelijke herindeling per 01-01-2001
Begindatum 02-01-1839"
GM0984;GMPV31;RegioS;350;Venray;Begindatum 02-01-1839
GM1961;GMPV26;RegioS;351;Vijfheerenlanden;"Provinciale wijziging per 01-01-2019
Ontstaan per 01-01-2019"
GM0622;GMPV28;RegioS;352;Vlaardingen;Begindatum voor 1830
GM0096;GMPV21;RegioS;353;Vlieland;"Provinciale wijziging per 01-09-1942
Begindatum voor 1830"
GM0718;GMPV29;RegioS;354;Vlissingen;Begindatum voor 1830
GM0986;GMPV31;RegioS;355;Voerendaal;Begindatum 02-01-1839
GM1992;GMPV28;RegioS;356;Voorne aan Zee;Ontstaan per 01-01-2023
GM0626;GMPV28;RegioS;357;Voorschoten;Begindatum voor 1830
GM0285;GMPV25;RegioS;358;Voorst;Begindatum voor 1830
GM0865;GMPV30;RegioS;359;Vught;"Gemeentelijke herindeling per 01-01-2021
Begindatum voor 1830"
GM1949;GMPV21;RegioS;360;Waadhoeke;Ontstaan per 01-01-2018
GM0866;GMPV30;RegioS;361;Waalre;Begindatum voor 1830
GM0867;GMPV30;RegioS;362;Waalwijk;"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
GM0627;GMPV28;RegioS;363;Waddinxveen;Begindatum 01-07-1870
GM0289;GMPV25;RegioS;364;Wageningen;Begindatum voor 1830
GM0629;GMPV28;RegioS;365;Wassenaar;Begindatum voor 1830
GM0852;GMPV27;RegioS;366;Waterland;Ontstaan per 01-01-1991
GM0988;GMPV31;RegioS;367;Weert;"Gemeentelijke herindeling per 01-01-1998
Begindatum 02-01-1839"
GM1960;GMPV25;RegioS;368;West Betuwe;Ontstaan per 01-01-2019
GM0668;GMPV25;RegioS;369;West Maas en Waal;Naamswijziging per 01-07-1985
GM1969;GMPV20;RegioS;370;Westerkwartier;Ontstaan per 01-01-2019
GM1701;GMPV22;RegioS;371;Westerveld;Ontstaan per 01-01-1998
GM0293;GMPV25;RegioS;372;Westervoort;Begindatum voor 1830
GM1950;GMPV20;RegioS;373;Westerwolde;Ontstaan per 01-01-2018
GM1783;GMPV28;RegioS;374;Westland;Ontstaan per 01-01-2004
GM0098;GMPV21;RegioS;375;Weststellingwerf;Begindatum voor 1830
GM0189;GMPV23;RegioS;376;Wierden;Begindatum voor 1830
GM0296;GMPV25;RegioS;377;Wijchen;Begindatum voor 1830
GM1696;GMPV27;RegioS;378;Wijdemeren;Ontstaan per 01-01-2002
GM0352;GMPV26;RegioS;379;Wijk bij Duurstede;"Gemeentelijke herindeling per 01-01-1996
Begindatum voor 1830"
GM0294;GMPV25;RegioS;380;Winterswijk;Begindatum voor 1830
GM0873;GMPV30;RegioS;381;Woensdrecht;"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
GM0632;GMPV26;RegioS;382;Woerden;"Gemeentelijke herindeling per 01-01-2001
Provinciale wijziging per 01-01-1989
Begindatum voor 1830"
GM1690;GMPV22;RegioS;383;De Wolden;Ontstaan per 01-01-1998
GM0880;GMPV27;RegioS;384;Wormerland;Ontstaan per 01-01-1991
GM0351;GMPV26;RegioS;385;Woudenberg;Begindatum voor 1830
GM0479;GMPV27;RegioS;386;Zaanstad;Ontstaan per 01-01-1974
GM0297;GMPV25;RegioS;387;Zaltbommel;"Gemeentelijke herindeling per 01-01-1999
Begindatum voor 1830"
GM0473;GMPV27;RegioS;388;Zandvoort;Begindatum voor 1830
GM0050;GMPV24;RegioS;389;Zeewolde;Ontstaan per 01-01-1984
GM0355;GMPV26;RegioS;390;Zeist;Begindatum voor 1830
GM0299;GMPV25;RegioS;391;Zevenaar;"Gemeentelijke herindeling per 01-01-2018
Gemeentelijke herindeling per 01-01-2005
Begindatum voor 1830"
GM0637;GMPV28;RegioS;392;Zoetermeer;Begindatum voor 1830
GM0638;GMPV28;RegioS;393;Zoeterwoude;Begindatum voor 1830
GM1892;GMPV28;RegioS;394;Zuidplas;Ontstaan per 01-01-2010
GM0879;GMPV30;RegioS;395;Zundert;"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
GM0301;GMPV25;RegioS;396;Zutphen;"Gemeentelijke herindeling per 01-01-2005
Begindatum voor 1830"
GM1896;GMPV23;RegioS;397;Zwartewaterland;Ontstaan per 01-01-2001
GM0642;GMPV28;RegioS;398;Zwijndrecht;"Gemeentelijke herindeling per 01-01-2003
Begindatum voor 1830"
GM0193;GMPV23;RegioS;399;Zwolle;Begindatum voor 1830
AM01;AM;RegioS;400;Groningen (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM02;AM;RegioS;401;Friesland (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM03;AM;RegioS;402;Drenthe (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM05;AM;RegioS;403;Twente (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM06;AM;RegioS;404;Stedendriehoek en Noordwest Veluwe (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM07;AM;RegioS;405;Midden-Gelderland (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM08;AM;RegioS;406;Rijk van Nijmegen (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM09;AM;RegioS;407;Achterhoek (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM10;AM;RegioS;408;Rivierenland (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM11;AM;RegioS;409;Flevoland (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM12;AM;RegioS;410;Gooi en Vechtstreek (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM13;AM;RegioS;411;Midden-Utrecht (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM14;AM;RegioS;412;Amersfoort (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM15;AM;RegioS;413;Noord-Holland Noord (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM17;AM;RegioS;414;Zaanstreek/Waterland (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM18;AM;RegioS;415;Groot Amsterdam (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM19;AM;RegioS;416;Holland Rijnland (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM20;AM;RegioS;417;Midden-Holland (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM21;AM;RegioS;418;Haaglanden (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM22;AM;RegioS;419;Rijnmond (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM23;AM;RegioS;420;Drechtsteden (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM24;AM;RegioS;421;Zeeland (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM25;AM;RegioS;422;West-Brabant (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM26;AM;RegioS;423;Midden-Brabant (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM27;AM;RegioS;424;Noordoost-Brabant (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
AM28;AM;RegioS;425;Zuidoost-Brabant (AM);"AM = Arbeidsmarktregio

Een indeling in regio's van waaruit gemeenten en het Uitvoeringsinstituut Werknemersverzekeringen (UWV) de dienstverlening aan werkgevers en werkzoekenden vormgeven. Het is een regionaal niveau tussen gemeenten en provincies in. Deze indeling is van onderop, door gemeenten zelf, tot stand gekomen. De indeling is op 1 januari 2016 herzien en telt vanaf die datum 35 gebieden."
